Directory#,Filename#,Filetype#,Total#,while,for,gain,amplitude,magnitude,control,controller,controls,controlled,controlling,adaptation,stabilization,pid,kd,kp,ki,kalman,plan,schedule,mission,project,strategy,policy,output,input,pub,sub,acceleration,accelerations,force,angular,momentum,thrust,deceleration,jerk,decelerate,stall,downwards,rotate,torque,glucose,insulin
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/can,parser.py,py,5,1,9,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/,tombstoned.py,py,4,1,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/,swaglog.py,py,4,,4,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/common,visionipc.c,c,4,,3,,,,5,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/car/toyota,radar_interface.py,py,4,2,2,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/car/honda,hondacan.py,py,4,,6,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/car/honda,radar_interface.py,py,4,2,2,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/car/honda,old_can_parser.py,py,4,,12,,,,,,,,,,,1,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/debug,get_fingerprint.py,py,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib,radar_helpers.py,py,4,,21,,,,,,,,,,,,,,,5,,,,,,,,,,,2,1,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib,latcontrol_helpers.py,py,4,,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib/longitudinal_mpc,generator.cpp,cpp,4,,2,,,,4,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib/longitudinal_mpc/mpc_export,acado_integrator.c,c,4,,7,,,,,,,,,,,,,,5,,,,,,,,1,,1,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib/lateral_mpc/mpc_export,acado_integrator.c,c,4,,7,,,,,,,,,,,,,,5,,,,,,,,1,,1,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/,config.py,py,3,,3,,,,,,,,,,,,,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/debug,can_printer.py,py,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/debug,dump.py,py,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/debug/getframes,getframes.py,py,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/,registration.py,py,2,,,,,,,,,,,,,,,,,,,,,,,,5,,,6,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/,updated.py,py,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/,logmessaged.py,py,2,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/common,glutil.c,c,2,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/common,touch.c,c,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/car/toyota,values.py,py,2,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib/longitudinal_mpc/mpc_export,acado_qpoases_interface.cpp,cpp,2,,,,,,,,,,,,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib/lateral_mpc/mpc_export,acado_qpoases_interface.cpp,cpp,2,,,,,,,,,,,,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/,services.py,py,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/,crash.py,py,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/car/toyota,toyotacan.py,py,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/car/mock,radar_interface.py,py,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/car/honda,values.py,py,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib/longitudinal_mpc,libmpc_py.py,py,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib/lateral_mpc,libmpc_py.py,py,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/test/tests/plant,vision_inhouse.py,py,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/ui/spinner,spinner.c,c,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/can,libdbc_py.py,py,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/can,process_dbc.py,py,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/can,packer.py,py,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/,pandad.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/,thermal.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/,version.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/boardd,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/loggerd,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/loggerd,config.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/common,swaglog.c,c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/common,util.c,c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/car/toyota,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/car/mock,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/car/honda,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/debug/getframes,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib,speed_smoother.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib/longitudinal_mpc,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/controls/lib/lateral_mpc,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/test,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/test/tests/plant,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/test/plant,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/uva-dsa/Research/STPA/1_openpilot_LVSpConst_WOdocker/selfdrive/can,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
