Total_weight#,Directory#,Filename#,Filetype#,Total_count#,while,for,gain,amplitude,magnitude,control,controller,controls,controlled,controlling,adaptation,stabilization,pid,kd,kp,ki,kalman,plan,schedule,mission,project,strategy,policy,output,input,pub,sub,acceleration,accelerations,force,angular,momentum,thrust,deceleration,jerk,decelerate,stall,downwards,rotate,torque,glucose,insulin
10,/home/uva-dsa/Research/Raven/raven_2/src/raven,update_device_state.cpp,cpp,57,,0.015243377622893597,,,,0.16129315353727633,0.05738308006664757,,,,,,,,,0.0070027357704368345,,,,,,,,0.03639450323830939,0.04180329902172195,0.02962028224719483,,,,,,,,,,,,,,0.6071545694216711,,
10,/home/uva-dsa/Research/Raven/raven_2/src/raven,trajectory.cpp,cpp,40,,0.003949420565931523,,0.0919075167976769,1.1932613965388523,0.21632258239117064,,,,,,,,,,0.009978898472872491,,,,,,,,,,0.04220890220225263,,,,,,,,,,,,,,0.043259763071294074,,
9,/home/uva-dsa/Research/Raven/raven_2/,parse_plot.py,py,57,0.01883528046425776,0.05543046408324945,,,,0.01897566512203251,,,,,,,,0.04251820532301242,,0.0070027357704368345,,,,,,,,,0.04180329902172195,0.02962028224719483,0.12738076133408285,,,,,,,,,,,,,,,
9,/home/uva-dsa/Research/Raven/raven_2/src/raven,hmatrix.cpp,cpp,29,,0.04902728978397753,,,,0.09324249240998735,,,,,,,,,,0.013763997893617227,,0.09517275655285934,,,0.09517275655285934,,,,,0.05821917545138294,,,,,,,,,,,,,,,,
9,/home/uva-dsa/Research/Raven/raven_2/src/raven,USB_init.cpp,cpp,21,0.051124332688699634,0.026329470439543486,,,,0.1287634418995063,,,,,,,,,,0.03801485132522853,,,,,,,,0.04939254010913417,,0.08039790895667168,0.04939254010913417,,,0.13142904476347242,,,,,,,,,,,,
8,/home/uva-dsa/Research/Raven/raven_2/,plot.py,py,29,0.03702106849871353,0.040856074819981276,,,,0.03729699696399493,,,,,,,,,,0.013763997893617227,,,,,,,,,0.08216510497372936,0.05821917545138294,0.17883505901583066,,,,,,,,,,,,,,,
8,/home/uva-dsa/Research/Raven/raven_2/src/raven,t_to_DAC_val.cpp,cpp,40,,0.015797682263726093,,,,0.09464112979613713,,,,,,,,,,0.039915593891489964,,,,,,,,0.15558650134377264,0.05956970110595379,0.04220890220225263,,,,,,,,,,,,,,0.4325976307129407,,
7,/home/uva-dsa/Research/Raven/raven_2/src/raven,inv_cable_coupling.cpp,cpp,15,,0.015797682263726093,,,,0.21632258239117064,,,,,,,,,,0.02661039592765997,,,,0.28962977001744034,,,,,,0.11255707253934036,,,,,,,,,,,,,,,,
7,/home/uva-dsa/Research/Raven/raven_2/,Real_Packet_Generator.py,py,13,0.16517092099426037,0.024304126559578604,,,,0.08320099322737332,,,,,,,,,,0.030704302993453815,,,,,,,,,,0.12987354523770042,0.07978794940706291,,,,,,,,,,,,,,,
7,/home/uva-dsa/Research/Raven/raven_2/src/raven,utils.cpp,cpp,18,0.11929010960696582,0.01755298029302899,,,,0.15022401554942405,,,,,,,,,,0.022175329939716642,,,,,,,,,,0.09379756044945028,0.1728738903819696,,,,,,,,,,,,,,,
7,/home/uva-dsa/Research/Raven/raven_2/,Real_Packet_Generator_Surgeon.py,py,22,0.24400249692333917,0.028723058661320168,,,,0.0491642232707206,,,,,,,,,,0.054430355306577215,,,,,,,,,0.05415427373268526,0.07674345854955024,,,,,,,,,,,,,,,,
7,/home/uva-dsa/Research/Raven/raven_2/src/raven,update_atmel_io.cpp,cpp,31,,0.007644039805028755,,,,0.08722684773837525,,,,,,,,,,0.02575199605902578,,,,,,,,0.3680540892003224,0.2690244566075332,0.05446309961580985,,,,,,,,,,,,,,,,
7,/home/uva-dsa/Research/Raven/raven_2/src/raven,state_machine.cpp,cpp,14,,0.011284058759804351,,,,0.19314516284925948,,,,,,,,,,0.0285111384939214,,,,,,,,,0.1701991460170108,0.12059686343500751,0.07408881016370127,,,,,,,,,,,,,,,
7,/home/uva-dsa/Research/Raven/raven_2/src/raven,state_estimate.cpp,cpp,21,,0.03385217627941305,,,,0.15451613027940758,,,,,,,,,,0.03801485132522853,,,,0.10343920357765725,,,,,,0.08039790895667168,,,,,,,,,,,,,,,,
7,/home/uva-dsa/Research/Raven/raven_2/,plot2.py,py,35,,0.020311305767647832,,,,0.030903226055881517,,,,,,,,,,,,,,,,,,0.5630749572441296,0.034039829203402164,0.04823874537400301,0.029635524065480506,,,,,,,,,,,,,,,
6,/home/uva-dsa/Research/Raven/raven_2/src/raven,globals.cpp,cpp,18,,0.021941225366286243,,,,0.15022401554942405,,,,,,,,,,0.022175329939716642,,,,,,,,,,0.09379756044945028,,,,0.613335542229538,,,,,,,,,,,,
6,/home/uva-dsa/Research/Raven/raven_2/build/devel,_setup_util.py,py,65,,0.021873713903620744,,,,,,,,,,,,,,0.07983118778297993,,,,0.03341881961739696,,,,0.03191517976282516,,,0.49468528632379,,,,,,,,,,,,,,,
6,/home/uva-dsa/Research/Raven/raven_2/Li_DYN,run_simulator.py,py,15,0.07157406576417949,0.026329470439543486,,,,,,,,,,,,,,0.07983118778297993,,,,,,,,0.06914955615278784,0.07942626814127171,,0.27659822461115136,,,,,,,,,,,,,,,
6,/home/uva-dsa/Research/Raven/raven_2/build/catkin_generated/installspace,_setup_util.py,py,65,,0.021873713903620744,,,,,,,,,,,,,,0.07983118778297993,,,,0.03341881961739696,,,,0.03191517976282516,,,0.49468528632379,,,,,,,,,,,,,,,
6,/home/uva-dsa/Research/Raven/raven_2/src/raven,parallel.cpp,cpp,11,,0.007180764665330042,,,,0.24582111635360296,,,,,,,,,,0.03628690353771814,,,,,,,,0.09429484929925616,,0.15348691709910048,,,,,,,,,,,,,,,,
6,/home/uva-dsa/Research/Raven/raven_2/src/raven,get_USB_packet.cpp,cpp,17,,0.023231885681950136,,,,0.159060722346449,,,,,,,,,,0.02347976111264115,,,,,,,,,0.2102460039033663,0.09931506400530032,,,,,,,,,,,,,,,,
6,/home/uva-dsa/Research/Raven/raven_2/,Real_Packet_Generator_2.py,py,12,0.2684027466156731,0.019747102829657616,,,,0.09013440932965441,,,,,,,,,,,,,,,,,,,,0.14069634067417544,0.0864369451909848,,,,,,,,,,,,,,,
6,/home/uva-dsa/Research/Raven/raven_2/src/raven,put_USB_packet.cpp,cpp,15,,0.02106357635163479,,,,0.18026881865930883,,,,,,,,,,0.02661039592765997,,,,,,,,0.13829911230557568,,0.11255707253934036,,,,,,,,,,,,,,,,
6,/home/uva-dsa/Research/Raven/raven_2/raven_visualization/build/devel,_setup_util.py,py,63,,0.022568117519608702,,,,,,,,,,,,,,0.0696938940962523,,,,0.03447973452588575,,,,0.03292836007275612,,,0.5103895811277198,,,,,,,,,,,,,,,
6,/home/uva-dsa/Research/Raven/raven_2/src/raven,tools.cpp,cpp,40,,0.03159536452745219,,,,0.06760080699724082,,,,,,,,,,0.009978898472872491,,,,,,,,,,0.04220890220225263,,,,1.0350037275123454,,,,,,,,,,,,
6,/home/uva-dsa/Research/Raven/raven_2/src/raven,fwd_cable_coupling.cpp,cpp,21,,0.011284058759804351,,,,0.15451613027940758,,,,,,,,,,0.019007425662614263,,,,,,,,,,0.08039790895667168,,,,,,,,,,,,,,0.6591963896578144,,
6,/home/uva-dsa/Research/Raven/raven_2/raven_visualization/build/catkin_generated/installspace,_setup_util.py,py,63,,0.022568117519608702,,,,,,,,,,,,,,0.0696938940962523,,,,0.03447973452588575,,,,0.03292836007275612,,,0.5103895811277198,,,,,,,,,,,,,,,
6,/home/uva-dsa/Research/Raven/raven_2/,generate_master_file_mfi.py,py,24,,0.01645591902471468,,,,0.20280242099172247,,,,,,,,,0.1009807376421545,,,,,,,,,0.0432184725954924,0.3971313407063586,,,,,,,,,,,,,,,,,
5,/home/uva-dsa/Research/Raven/raven_2/src/raven,dof.cpp,cpp,13,,0.012152063279789302,,,,0.24960297968211995,,,,,,,,,,0.06140860598690763,,,,,,,,,,0.12987354523770042,,,,,,,,,,,,,,,,
5,/home/uva-dsa/Research/Raven/raven_2/src/raven,two_arm_dyn.cpp,cpp,22,0.09760099876933567,,,,,0.0983284465414412,,,,,,,0.4686706151343576,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9438493761009615,,
5,/home/uva-dsa/Research/Raven/raven_2/,parse_csv.py,py,7,,0.045136235039217404,,,,,,,,,,,,,,0.0570222769878428,,,,,0.3942871342904173,,,,,,0.14817762032740253,,,,,,,,,,,,,,,
5,/home/uva-dsa/Research/Raven/raven_2/src/raven,log.cpp,cpp,10,,0.007898841131863047,,,,0.27040322798896327,,,,,,,,,,0.039915593891489964,,,,,,,,,,0.16883560880901052,,,,,,,,,,,,,,,,
5,/home/uva-dsa/Research/Raven/raven_2/src/raven,reconfigure.cpp,cpp,10,,0.007898841131863047,,,,0.27040322798896327,,,,,,,,,,0.039915593891489964,,,,,,,,,,0.16883560880901052,,,,,,,,,,,,,,,,
5,/home/uva-dsa/Research/Raven/raven_2/,Packet_Generator.py,py,12,0.2684027466156731,0.026329470439543486,,,,0.09013440932965441,,,,,,,,,,,,,,,,,,,,0.14069634067417544,,,,,,,,,,,,,,,,
5,/home/uva-dsa/Research/Raven/raven_2/src/raven,mapping.cpp,cpp,20,,0.04344362622524676,,,,0.13520161399448163,,,,,,,,,,0.019957796945744982,,,,,,,,,,0.08441780440450526,,,,,,,,,,,,,,,,
5,/home/uva-dsa/Research/Raven/raven_2/src/raven,fwd_kinematics.cpp,cpp,16,,0.004936775707414404,,,,0.20280242099172247,,,,,,,,,,0.14968347709308735,,,,,,,,,,0.10552225550563157,,,,,,,,,,,,,,,,
5,/home/uva-dsa/Research/Raven/raven_2/src/raven,motor.cpp,cpp,11,,0.007180764665330042,,,,0.24582111635360296,,,,,,,,,,0.07257380707543629,,,,,,,,,,0.15348691709910048,,,,,,,,,,,,,,,,
5,/home/uva-dsa/Research/Raven/raven_2/,analyze_results.py,py,12,,0.026329470439543486,,,,0.09013440932965441,,,,,,,,,,,,,,,,,,,,0.14069634067417544,0.2593108355729544,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/Raven/raven_2/raven_visualization/build/catkin_generated,generate_cached_setup.py,py,16,,0.009873551414828808,,,,,,,,,,,,,,0.1995779694574498,,,,,,,,0.32413854446619306,,,,,,,,,,,,,0.204427222737432,,,,,
4,/home/uva-dsa/Research/Raven/raven_2/build/catkin_generated,generate_cached_setup.py,py,17,,0.009292754272780054,,,,,,,,,,,,,,0.21131785001377038,,,,,,,,0.30507157126229933,,,,,,,,,,,,,0.1924020919881713,,,,,
4,/home/uva-dsa/Research/Raven/raven_2/Li_DYN,writer.cpp,cpp,4,0.2684027466156731,0.019747102829657616,,,,,,,,,,,,,,,,,,,,,,0.2593108355729544,0.29784850552976894,,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/Raven/raven_2/,USB_Board_Emulator.py,py,11,0.3904039950773427,0.028723058661320168,,,,,,,,,,,,,,0.07257380707543629,,,,,,,,,,,0.09429484929925616,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/Raven/raven_2/,analyze_faultfree.py,py,40,0.026840274661567312,0.04739304679117828,,,,,,,,,,,,,,0.009978898472872491,,,,,,,,,,,0.3630351698021362,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/Raven/raven_2/,plot_error_log.py,py,7,,0.045136235039217404,,,,,,,,,,,,,,0.1140445539756856,,,,,,,,,,,0.14817762032740253,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/Raven/raven_2/Li_DYN/Matlab,main.cpp,cpp,11,0.292802996308007,0.014361529330660084,,,,,,,,,,,,,,,,,,,,,,,0.6498512847922231,,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/Raven/raven_2/src/raven,hmatrix.c,c,18,,0.07460016624537322,,,,,,,,,,,,,,,,0.1533338855573845,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/Raven/raven_2/Li_DYN,main_back.cpp,cpp,7,0.15337299806609891,0.0677043525588261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/Raven/raven_2/Li_DYN,two_arm_dyn.cpp,cpp,50,,0.0031595364527452186,,,,,,,,,,,,,,,,,,,,,,,1.1437382612343128,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/Raven/raven_2/Li_DYN,main.cpp,cpp,7,0.30674599613219783,0.05642029379902176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/Raven/raven_2/,generate_mfi2.py,py,47,,0.07226599333406616,,,,,,,,,,,,,,0.033970718205523366,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/Raven/raven_2/,run_stat.py,py,8,,0.03949420565931523,,,,,,,,,,,,,,,,,,,,,,,,,0.5186216711459088,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/Raven/raven_2/raven_visualization/src,joint_publisher.cpp,cpp,8,0.13420137330783655,,,,,,,,,,,,,,,,,,,,,,,,,0.49243719235961403,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/Raven/raven_2/src/raven_2/cfg,MyStuffConfig.py,py,3,,0.05265894087908697,,,,,,,,,,,,,,0.13305197963829984,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/Raven/raven_2/build/CMakeFiles/3.5.1/CompilerIdCXX,CMakeCXXCompilerId.cpp,cpp,1,,0.07898841131863046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/Raven/raven_2/,mfi.py,py,10,,0.07898841131863046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/Raven/raven_2/src/raven_2/msg,_raven_automove.py,py,9,,0.07898841131863046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/Raven/raven_2/src/raven_2/msg,_raven_state.py,py,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0372433422918177,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/Raven/raven_2/raven_visualization/build/cmakefiles/2.8.12.2/CompilerIdCXX,CMakeCXXCompilerId.cpp,cpp,1,,0.07898841131863046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/Raven/raven_2/raven_visualization/build/cmakefiles/2.8.12.2/CompilerIdC,CMakeCCompilerId.c,c,2,,0.07898841131863046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/Raven/raven_2/raven_visualization/build/cmakefiles/CompilerIdCXX,CMakeCXXCompilerId.cpp,cpp,1,,0.07898841131863046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/Raven/raven_2/raven_visualization/build/cmakefiles/CompilerIdC,CMakeCCompilerId.c,c,2,,0.07898841131863046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/Raven/raven_2/build/CMakeFiles/3.5.1/CompilerIdC,CMakeCCompilerId.c,c,1,,0.07898841131863046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/Raven/raven_2/src/raven_2/cfg,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/Raven/raven_2/src/raven_2/msg,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/Raven/raven_2/src/raven_2,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/Raven/raven_2/,rotation_math.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/Raven/raven_2/build/CMakeFiles,feature_tests.c,c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
