Directory#,Filename#,Filetype#,while,for,gain,control,pub,sub,plan,output,input,null,Total#
/home/gui/Documents/AirSim/PythonClient/multirotor,opencv_show.py,py,1,1,0,0,0,0,0,0,0,0,2
/home/gui/Documents/AirSim/PythonClient/multirotor,navigate.py,py,1,1,0,0,0,0,0,0,0,0,2
/home/gui/Documents/AirSim/PythonClient/airsim,pfm.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/computer_vision,segmentation.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/computer_vision,getpos.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/computer_vision,cv_capture.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/computer_vision,character_control.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/computer_vision,cv_navigate.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/computer_vision,cv_mode.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/computer_vision,objects.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/car,reset_test_car.py,py,0,0,0,1,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/car,legacy_hello_car.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/multirotor,multi_agent_drone.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/multirotor,pause_continue_drone.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/multirotor,clock_speed.py,py,1,0,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/multirotor,box.py,py,0,0,0,1,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/multirotor,drone_lidar.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/multirotor,gimbal.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/multirotor,hello_drone.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/multirotor,drone_stress_test.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient/multirotor,manual_mode_demo.py,py,0,1,0,0,0,0,0,0,0,0,1
/home/gui/Documents/AirSim/PythonClient,setup.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/airsim,__init__.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/imitation_learning,setup_path.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/ros,setup_path.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/computer_vision,setup_path.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/computer_vision,weather.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/car,setup_path.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/multirotor,setup_path.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/multirotor,reset_test_drone.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/multirotor,takeoff.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/multirotor,disarm.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/multirotor,land.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/multirotor,teleport.py,py,0,0,0,0,0,0,0,0,0,0,0
/home/gui/Documents/AirSim/PythonClient/multirotor,path.py,py,0,0,0,0,0,0,0,0,0,0,0
