Directory#,Filename#,Filetype#,Total#,while,for,gain,amplitude,magnitude,control,controller,controls,controlled,controlling,adaptation,stabilization,plan,schedule,mission,project,strategy,policy,output,input,pub,sub,acceleration,accelerations,force,angular,momentum,thrust,deceleration,rotate,torque,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/cg23,epoch_test_hmb.py,py,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/cg23,epoch_model.py,py,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,14,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/chauffeur,datasets.py,py,5,943,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,214,0,9,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/chauffeur,worker.py,py,3,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,38,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/chauffeur,__init__.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/chauffeur,callbacks.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/chauffeur,util.py,py,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/chauffeur,models.py,py,6,336,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,12,0,441,0,0,0,0,253,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/chauffeur,submission.py,py,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,30,130,0,8,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/autumn,test.py,py,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,83,0,22,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/autumn,train-cnn.py,py,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,16,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/autumn/autumn,process_images.py,py,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/autumn/autumn,cnn_model.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/autumn/autumn,__init__.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/community-models/autumn/autumn,data_reader.py,py,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/steering-node,example_runner.py,py,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/steering-node,steering_node.py,py,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/evaluation,rambo.py,py,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/evaluation,komanda.py,py,7,0,56,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,37,32,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/evaluation,chauffeur.py,py,5,0,78,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,40,0,0,31,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/evaluation,autumn.py,py,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,90,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/evaluation,rwightman.py,py,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/evaluation,generator.py,py,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/steering-models/evaluation,rmse.py,py,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,__init__.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,box.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,pascal_voc_clean_xml.py,py,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,udacity_voc_csv.py,py,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,im_transform.py,py,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,loader.py,py,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,images_to_mp4.py,py,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/cfg,__init__.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/cfg,process.py,py,4,160,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,142,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net,flow.py,py,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net,framework.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net,help.py,py,2,67,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net,__init__.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net,build.py,py,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,60,0,0,0,0,0,0,17,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/ops,simple.py,py,2,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/ops,convolution.py,py,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/ops,__init__.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/ops,baseop.py,py,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/mnist,run.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/vanilla,__init__.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/vanilla,train.py,py,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolov2,test.py,py,4,0,37,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolov2,__init__.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolov2,train.py,py,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolov2,data.py,py,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolo,test.py,py,4,0,8,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolo,__init__.py,py,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolo,misc.py,py,4,84,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolo,train.py,py,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolo,data.py,py,3,43,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/dark,convolution.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/dark,connected.py,py,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,93,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/dark,__init__.py,py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/dark,darkop.py,py,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/dark,layer.py,py,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/dark,darknet.py,py,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/lastminute/scripts,bag2images.py,py,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/lastminute/src,udacity_place_recognition_node.cpp,cpp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,98,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,make_predictions.py,py,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,156,0,217,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,class_adder.py,py,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,class_tools.py,py,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,img_tools.py,py,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,class_creator.py,py,4,175,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,137,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,create_lmdb.py,py,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,create_lmdb_way.py,py,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork,IMPL.cpp,cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork,Neuron.cpp,cpp,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Learning,PerceptronLearning.cpp,cpp,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Learning,iRPropPlus.cpp,cpp,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Learning,RProp.cpp,cpp,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Learning,QuickPropagation.cpp,cpp,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Learning,BackPropagation.cpp,cpp,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,25,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Learning,BatchPropagation.cpp,cpp,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/BasisFunction,Linear.cpp,cpp,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/FeedForward,Layer.cpp,cpp,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/FeedForward,Network.cpp,cpp,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/ConstructiveAlgorithms,CascadeCorrelation.cpp,cpp,5,71,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,8,330,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/ConstructiveAlgorithms,Cascade2.cpp,cpp,5,123,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,96,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Recurrent,Network.cpp,cpp,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,parser.cpp,cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,serializable.cpp,cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,value.cpp,cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,test.cpp,cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,perf.cpp,cpp,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,types.cpp,cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,factory.cpp,cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/utils/src,Visualization.cpp,cpp,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/utils/src,SignDetection.cpp,cpp,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/utils/src,Camera.cpp,cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/utils/src,GpsCoords.cpp,cpp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,
