Total_weight#,Directory#,Filename#,Filetype#,Total_count#,while,for,gain,amplitude,magnitude,control,controller,controls,controlled,controlling,adaptation,stabilization,pid,kd,kp,ki,kalman,plan,schedule,mission,project,strategy,policy,output,input,pub,sub,acceleration,accelerations,force,angular,momentum,thrust,deceleration,jerk,decelerate,stall,downwards,rotate,torque,glucose,insulin
5,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net,build.py,py,13,,0.22561555371809258,,,,,,,,,,,,,0.293395433190623,,,,,,,,,0.10148335775668696,0.11054359126871645,,,,,,,0.27050063293639615,,,,,,,,,,
5,/home/uva-dsa/Research/AVs/self-driving-car/acc/acc,cruise.py,py,15,,,0.2614648890854209,,,2.135368294228757,,,,,,,,,,,,,,,,,,,,,,0.40075768058762123,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Learning,BackPropagation.cpp,cpp,10,,0.10998758243757013,,,,,,,,,,,,,0.3814140631478099,,,,,,,,,,,0.24927926487689944,,,,,,0.7033016456346299,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolo,misc.py,py,12,0.17084759661497687,0.27496895609392535,,,,,,,,,,,,,,,,0.4226131625269039,,,,,,,,,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,class_creator.py,py,21,0.09762719806570107,0.24441684986126694,,,,,,,,,,,,,,,,,,,,,,0.2512921239689391,0.13686349395174416,,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork,Neuron.cpp,cpp,7,,0.05237503925598577,,,,,,,,,,,,,,,,,,,,,,0.37693818595340867,0.20529524092761622,0.3561132355384278,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Learning,PerceptronLearning.cpp,cpp,16,,0.045828159348987554,,,,,,,,,,,,,,,,,,,,,,0.49473136906384885,0.4490833395291605,0.15579954054806217,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/acc,setup.py,py,2,,,,,,1.3346051838929731,,,,,,,,,,,,1.2678394875807117,,,,,,,,,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Learning,BatchPropagation.cpp,cpp,30,,0.12220842493063347,,,,,,,,,,,,,,,,,,,,,,0.35180897355651475,0.4311200059479941,0.08309308829229983,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/FeedForward,Layer.cpp,cpp,18,,0.18331263739595022,,,,,,,,,,,,,,,,,,,,,,0.29317414463042896,0.15967407627703484,0.13848848048716636,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/FeedForward,Network.cpp,cpp,33,,0.14442813855438502,,,,,,,,,,,,,,,,,,,,,,0.27984804714722766,0.43547475348282233,0.07553917117481802,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolov2,test.py,py,11,,0.2999661339206458,,,,,,,,,,,,,,,,0.23051627046922032,,,,,,0.11993487734881185,,,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Recurrent,Network.cpp,cpp,54,,0.08826164022767972,,,,,,,,,,,,,,,,,,,,,,0.5130547531032507,0.4524098827849321,0.04616282682905545,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,SlamImpl.cpp,cpp,15,0.273356154583963,0.19553347988901357,,,,,,,,,,,,,,,,,,,,,,,,0.16618617658459967,,,,,,,,,,,,,0.5229297781708419,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,validator.cpp,cpp,6,,0.12220842493063347,,,,,,,,,,,,,,,,,,,,0.5860847046955249,,,,0.4154654414614991,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolo,test.py,py,13,,0.3102213863623773,,,,,,,,,,,,,,,,0.19505222885857104,,,,,,0.10148335775668696,,,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,create_lmdb.py,py,12,,0.27496895609392535,,,,,,,,,,,,,,0.21130658126345195,,,,,,,,0.10994030423641085,0.11975555720777614,,,,,,,,,,,,,,,,,
4,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/cfg,process.py,py,33,0.124252797538165,0.19997742261376386,,,,,,,,,,,,,,,,,,,,,,0.3198263395968316,0.21773737674141116,,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,images_to_mp4.py,py,4,,0.18331263739595022,,,,,,,,,,,,,,,,,,,,,,0.3298209127092326,0.3592666716233284,,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,class_adder.py,py,15,,0.21997516487514027,,,,,,,,,,,,,,,,,,,,,,0.08795224338912869,0.47902222883110457,,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net,help.py,py,23,0.08913787649477053,0.1753425227265611,,,,,,,,,,,,,0.9120771075273715,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Learning,iRPropPlus.cpp,cpp,10,,0.14665010991676017,,,,,,,,,,,,,,,,,,,,,,0.3957850952510791,,0.24927926487689944,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Learning,QuickPropagation.cpp,cpp,8,,0.13748447804696268,,,,,,,,,,,,,0.47676757893476235,,,,,,,,,,,0.31159908109612433,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net,flow.py,py,25,,0.19064514289178824,,,,,,,,,,,,,0.7628281262956198,,,,,,,,,,0.1149653349194651,,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/BasisFunction,Linear.cpp,cpp,19,,0.09648033547155274,,,,,,,,,,,,,,,,,,,,,,,0.8319859763908659,0.13119961309310496,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,dataSetCreator.cpp,cpp,13,,0.056403888429523145,,,,,,,,,,,,,,,,,,,,,,,,0.3195888011242301,0.9120291633350773,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,gpxExporter.cpp,cpp,7,,,,,,,,,,,,,,,0.5448772330682998,,,,,,,,,,,0.3561132355384278,0.5645894820645716,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,horizonValidator.cpp,cpp,21,,0.17458346418661924,,,,,,,,,,,,,,,,,,,,,,,,0.19784068641023766,0.5645894820645716,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/validator/src,Validator.cpp,cpp,8,,0.045828159348987554,,,,,,,,,,,,,,,,,,,,,,,,0.5193318018268739,0.4940157968065002,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/validator/src,MotionValidator.cpp,cpp,6,,0.061104212465316735,,,,,,,,,,,,,,,,,,,,,,,,0.4154654414614991,0.6586877290753336,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/motion/src,Motion.cpp,cpp,7,,0.10475007851197154,,,,,,,,,,,,,,,,,,,,,,0.37693818595340867,,0.3561132355384278,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/motion/src,MotionTest.cpp,cpp,6,,0.12220842493063347,,,,,,,,,,,,,,,,,,,,,,0.2198806084728217,,0.4154654414614991,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/scripts,bagmerge.py,py,8,0.7688141847673959,0.045828159348987554,,,,,,,,,,,,,,,,,,,,,,0.6596418254184652,,,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/scripts,bagtrim.py,py,7,0.2928815941971032,0.10475007851197154,,,,,,,,,,,,,,,,,,,,,,0.7538763719068173,,,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,img_tools.py,py,2,,0.18331263739595022,,,,,,,,,,,,,,,,,,,1.9609866681406571,,,,,,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/scripts,concatenateBags.py,py,12,,0.061104212465316735,,,,,,,,,,,,,,,,,,,,,,0.4397612169456434,0.7185333432466569,,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/ops,baseop.py,py,12,,0.2138647436286086,,,,,,,,,,,,,,,,,,,,,,0.2198806084728217,0.3592666716233284,,,,,,,,,,,,,,,,,
3,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolo,data.py,py,16,0.12813569746123266,0.2978830357684191,,,,,,,,,,,,,,,,,,,,,,,0.1796333358116642,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/ops,convolution.py,py,15,,0.31774190481964704,,,,,,,,,,,,,,0.3380905300215231,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/dark,connected.py,py,4,,,,,,,,,,,,,,,,,,,,,,,,0.6596418254184652,0.7185333432466569,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/scripts,splitBag.py,py,4,,0.27496895609392535,,,,,,,,,,,,,,,,,,,,,,0.3298209127092326,,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolov2,data.py,py,4,,0.18331263739595022,,,,,,,,,,,,,,,,,,,,,,,0.7185333432466569,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/image_descriptor/src,Horizont.cpp,cpp,20,,0.3116314835731154,,,,,,,,,,,,,,,,,,,,,,,,0.12463963243844972,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,WeightFunction.cpp,cpp,7,,0.2095001570239431,,,,,,,,,,,,,,,,,,,,,,,,0.3561132355384278,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,Slam.cpp,cpp,24,,,,,,,,,,,,,,,,,,,,,,,,,,0.6924424024358319,0.3293438645376668,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/utils/src,PoleDetector.cpp,cpp,5,,0.14665010991676017,,,,,,,,,,,,,,,,,,,,,,,,0.4985585297537989,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/utils/src,SignDetection.cpp,cpp,6,,0.18331263739595022,,,,,,,,,,,,,,,,,,,,,,,,0.4154654414614991,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/lastminute/src,udacity_place_recognition_node.cpp,cpp,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.4985585297537989,0.7904252748904004,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,loader.py,py,16,,0.18331263739595022,,,,,,,,,,,,,0.9535351578695247,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/utils/src,Visualization.cpp,cpp,19,,0.3087370735089688,,,,,,,,,,,,,,,,,,,,,,,,0.13119961309310496,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/dark,layer.py,py,4,,0.18331263739595022,,,,,,,,,,,,,0.9535351578695247,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/ops,simple.py,py,16,0.12813569746123266,0.34371119511740666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,create_lmdb_way.py,py,12,,0.3055210623265837,,,,,,,,,,,,,,,,,,,,,,,0.23951111441555228,,,,,,,,,,,,,,,,,
2,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork/Learning,RProp.cpp,cpp,6,,0.18331263739595022,,,,,,,,,,,,,,,,,,,,,,,,0.4154654414614991,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/utils/src,Camera.cpp,cpp,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.8309308829229982,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolo,__init__.py,py,2,,0.36662527479190044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/motion/src,main.cpp,cpp,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.8309308829229982,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolo,train.py,py,6,,0.36662527479190044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/src/NeuralNetwork,IMPL.cpp,cpp,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.8309308829229982,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/lastminute/scripts,bag2images.py,py,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9760631872260008,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,pascal_voc_clean_xml.py,py,8,,0.36662527479190044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/slam/src,main.cpp,cpp,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.8309308829229982,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,udacity_voc_csv.py,py,7,,0.36662527479190044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/dark,darknet.py,py,7,,0.36662527479190044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/utils/src,GpsCoords.cpp,cpp,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.8309308829229982,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/validator/src,main_Validator.cpp,cpp,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.8309308829229982,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/validator/src,main_MotionValidator.cpp,cpp,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.8309308829229982,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,factory.cpp,cpp,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.8309308829229982,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolov2,train.py,py,7,,0.36662527479190044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,perf.cpp,cpp,1,,0.36662527479190044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,test.cpp,cpp,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.8309308829229982,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,serializable.cpp,cpp,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.8309308829229982,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/RoboCar/python,class_tools.py,py,9,,0.36662527479190044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,im_transform.py,py,7,,0.36662527479190044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/dark,darkop.py,py,2,,0.36662527479190044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/vanilla,train.py,py,1,,0.36662527479190044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/yolov2,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/mnist,run.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/acc/acc/tests,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/dark,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/acc/acc,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/ops,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/utils,box.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net,framework.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,types.cpp,cpp,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,value.cpp,cpp,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/image-localization/community-code/roboauto/ros/src/NeuralNetworkLib/lib/SimpleJSON/tests,parser.cpp,cpp,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/cfg,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/dark,convolution.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,/home/uva-dsa/Research/AVs/self-driving-car/vehicle-detection/darkflow/net/vanilla,__init__.py,py,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
